metagenome	source	domain	phylum	class	order	family	genus	species	abundance	avg eValue	avg % ident	avg align len	# hits
4490041.3	M5RNA	Bacteria	Proteobacteria	Epsilonproteobacteria	unclassified (derived from Epsilonproteobacteria)	unclassified (derived from Epsilonproteobacteria)	unclassified (derived from Epsilonproteobacteria)	uncultured epsilon proteobacterium	3	-23.67	100	56	3
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Thioalkalibacter	Thioalkalibacter halophilus	3	-22	100	52	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	3	-27	100	60	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	unclassified (derived from Gammaproteobacteria)	unclassified (derived from Gammaproteobacteria)	Methylonatrum	Methylonatrum kenyense	3	-27	100	60	1
4490041.3	M5RNA	Bacteria	unclassified (derived from Bacteria)	unclassified (derived from Bacteria)	unclassified (derived from Bacteria)	unclassified (derived from Bacteria)	unclassified (derived from Bacteria)	bacterium enrichment culture clone N47	3	-28	100	62	1
4490041.3	M5RNA	Bacteria	unclassified (derived from Bacteria)	unclassified (derived from Bacteria)	unclassified (derived from Bacteria)	unclassified (derived from Bacteria)	unclassified (derived from Bacteria)	uncultured forest soil bacterium	3	-29	100	64	2
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium tuberculostearicum	2	-26	100	59	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides sp. DN36	2	-24	100	56	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Propionibacteriaceae	Propionibacterium	Propionibacterium acnes	2	-27	100	61	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Pseudonocardiaceae	Saccharopolyspora	Saccharopolyspora sp.	2	-21	98.04	51	1
4490041.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium psychrophilum	2	-24	100	57	1
4490041.3	M5RNA	Bacteria	Cyanobacteria	unclassified (derived from Cyanobacteria)	Nostocales	Nostocaceae	Nostoc	Nostoc cf. verrucosum	2	-27	100	60	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus halmapalus	2	-28	100	62	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp.	2	-27	100	60	2
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus toebii	2	-29	100	64	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus thermoaerophilus	2	-27	100	60	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus polymyxa	2	-23.33	100	54.67	2
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	2	-28	100	62	1
4490041.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium acetobutylicum	2	-26	100	59	1
4490041.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus sp. Y5	2	-28	100	62	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium japonicum	2	-28	100	62	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	uncultured Acidovorax sp.	2	-28	100	62	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum seropedicae	2	-28	100	62	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified (derived from Burkholderiales)	Rubrivivax	Rubrivivax gelatinosus	2	-23.67	100	55	2
4490041.3	M5RNA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus elongatus	2	-26	100	59	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	uncultured Desulfobulbus sp.	2	-30	100	66	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Microbulbifer	Microbulbifer variabilis	2	-22	100	52	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira	Ectothiorhodospira imhoffii	2	-26	100	58	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Halothiobacillaceae	Halothiobacillus	Halothiobacillus hydrothermalis	2	-24	100	56	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Plesiomonas	Plesiomonas shigelloides	2	-19.5	98	50	2
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylocaldum	Methylocaldum sp. 5FB	2	-24	100	56	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylosarcina	Methylosarcina fibrata	2	-21	100	50	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium ganghwense	2	-21	100	50	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus	2	-26	100	60	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Brevibacteriaceae	Brevibacterium	Brevibacterium iodinum	1	-26	100	59	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium casei	1	-25	100	58	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Intrasporangiaceae	Terrabacter	Terrabacter tumescens	1	-25	100	57	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Microbacteriaceae	Leucobacter	Leucobacter komagatae	1	-24	100	56	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium laevaniformans	1	-26	100	59	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium oxydans	1	-26	100	59	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Mycobacteriaceae	Mycobacterium	Mycobacterium chimaera	1	-25	100	58	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides sp.	1	-24	100	56	1
4490041.3	M5RNA	Bacteria	Actinobacteria	Actinobacteria (class)	Solirubrobacterales	Conexibacteraceae	Conexibacter	Conexibacter woesei	1	-21	100	51	1
4490041.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium aquatile	1	-24	100	57	1
4490041.3	M5RNA	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified (derived from Flavobacteriales)	unclassified (derived from Flavobacteriales)	Flavobacteria bacterium BAL38	1	-23	100	55	1
4490041.3	M5RNA	Bacteria	Bacteroidetes	unclassified (derived from Bacteroidetes)	unclassified (derived from Bacteroidetes)	unclassified (derived from Bacteroidetes)	unclassified (derived from Bacteroidetes)	marine CFB-group bacterium MBIC01599	1	-25	100	58	1
4490041.3	M5RNA	Bacteria	Cyanobacteria	unclassified (derived from Cyanobacteria)	Nostocales	Nostocaceae	Anabaenopsis	Anabaenopsis elenkinii	1	-24	100	56	1
4490041.3	M5RNA	Bacteria	Cyanobacteria	unclassified (derived from Cyanobacteria)	Nostocales	Nostocaceae	Aphanizomenon	Aphanizomenon sp. 202	1	-26	100	60	1
4490041.3	M5RNA	Bacteria	Cyanobacteria	unclassified (derived from Cyanobacteria)	Oscillatoriales	unclassified (derived from Oscillatoriales)	Lyngbya	Lyngbya majuscula	1	-21	100	51	1
4490041.3	M5RNA	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus geothermalis	1	-28	100	62	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	1	-26	100	60	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus infernus	1	-28	100	62	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. S210	1	-27	100	60	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus lactis	1	-25	98.28	58	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. FSL_H8-025	1	-26	100	59	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus thiaminolyticus	1	-24	100	56	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus pettenkoferi	1	-28	100	62	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus viridans	1	-26	100	60	1
4490041.3	M5RNA	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus hermanniensis	1	-26	100	60	1
4490041.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium butyricum	1	-27	100	61	1
4490041.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium chauvoei	1	-20	100	50	1
4490041.3	M5RNA	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium drakei	1	-25	100	58	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Bosea sp. CRIB-12	1	-29	100	64	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Rhodopseudomonas	Rhodopseudomonas palustris	1	-23	100	53	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	unclassified (derived from Methylocystaceae)	uncultured Methylocystaceae bacterium	1	-29	100	64	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. AC28c2	1	-29	100	64	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. AC39a	1	-29	100	64	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. AC39c1	1	-29	100	64	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Mesorhizobium sp. AC39e1	1	-29	100	64	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Shinella kummerowiae	1	-29	100	64	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter	Xanthobacter autotrophicus	1	-28	100	62	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	unclassified (derived from Rhizobiales)	unclassified (derived from Rhizobiales)	uncultured Rhizobiales bacterium	1	-27	100	60	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodovulum	Rhodovulum sulfidophilum	1	-29	100	64	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter estunensis	1	-28	100	62	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia cepacia	1	-28	100	62	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	Duganella violaceinigra	1	-27	98.39	62	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified (derived from Burkholderiales)	Thiomonas	Thiomonas sp. WJ68	1	-28	100	62	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas oligotropha	1	-21	100	52	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp. Nm47	1	-23	100	54	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonas	Desulfuromonas chloroethenica	1	-25	98.28	58	1
4490041.3	M5RNA	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum	1	-28	100	62	1
